TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,P_emaildomain,fe_amt_log1p,fe_freq_card1_addr1_cumulative,predicted_prob
3462032,12269299,226.0,W,12552,aol.com,5.42495,19,0.2823329
3462037,12269324,226.0,W,12552,aol.com,5.42495,20,0.37304026
3469716,12541423,226.0,W,8320,gmail.com,5.42495,5,0.17921747
3472211,12623306,226.0,W,8320,gmail.com,5.42495,6,0.49638504
3472855,12665359,226.0,W,16075,gmail.com,5.42495,230,0.43728137
3472961,12667178,226.0,W,15066,yahoo.com,5.42495,130,0.44904357
3474086,12688665,226.0,W,11716,,5.42495,16,0.16006936
3475989,12756321,226.0,W,8320,gmail.com,5.42495,213,0.4873193
3476597,12768114,226.0,W,3326,gmail.com,5.42495,101,0.44534436
3480711,12875880,226.0,W,7664,yahoo.com,5.42495,2126,0.21158285
3481799,12935141,226.0,W,16859,aol.com,5.42495,7,0.30561197
3483135,12966085,226.0,W,14025,yahoo.com,5.42495,182,0.29099298
3484130,13025455,226.0,W,13484,icloud.com,5.42495,29,0.48512846
3497349,13367983,226.0,W,12695,yahoo.com,5.42495,4964,0.2042426
3498461,13383643,226.0,W,8807,yahoo.com,5.42495,17,0.26212746
3511288,13787800,226.0,W,18366,gmail.com,5.42495,389,0.24399614
3521723,14077963,226.0,W,5663,outlook.com,5.42495,58,0.42802346
3523222,14137887,226.0,W,12695,gmail.com,5.42495,5233,0.49374408
3524016,14152533,226.0,W,14290,gmail.com,5.42495,147,0.18793389
3526487,14229509,226.0,W,14290,,5.42495,274,0.3966391
3530871,14341110,226.0,W,2753,,5.42495,40,0.27498773
3540841,14650547,226.0,W,9400,gmail.com,5.42495,696,0.2586312
3541294,14659620,226.0,W,12544,gmail.com,5.42495,1371,0.27596912
3544831,14761282,226.0,W,1675,icloud.com,5.42495,453,0.2816906
3555896,15095976,226.0,W,17399,yahoo.com,5.42495,1730,0.41652977
3556355,15104558,226.0,W,17399,yahoo.com,5.42495,1737,0.4442561
3571432,15625308,226.0,W,8898,gmail.com,5.42495,2,0.36236775
3566010,15434093,224.0,W,9500,yahoo.com,5.4161005,433,0.31689444
3466317,12438105,222.0,W,5033,,5.4071717,692,0.4560759
3570617,15609810,222.0,W,10960,embarqmail.com,5.4071717,264,0.23812968
3525175,14175778,218.0,W,4272,att.net,5.389072,870,0.12541628
3563357,15320251,214.95,W,12211,,5.3750467,129,0.2883648
3565833,15427487,214.95,W,12211,,5.3750467,131,0.25122783
3485732,13067230,213.95,W,2455,hotmail.com,5.3704057,120,0.45853874
3563111,15299215,213.0,W,15205,gmail.com,5.365976,12,0.21876365
3565840,15427821,213.0,W,6832,anonymous.com,5.365976,37,0.42344964
3573825,15706107,213.0,W,2616,aol.com,5.365976,82,0.22002696
3462632,12292697,210.95,W,2455,gmail.com,5.3563504,362,0.20869216
3462633,12292740,210.95,W,2455,gmail.com,5.3563504,363,0.2270889
3566087,15436731,210.95,W,7585,gmail.com,5.3563504,35,0.37095013
3461741,12264198,209.95,W,3178,,5.351621,268,0.23409806
3463061,12326066,209.95,W,17321,gmail.com,5.351621,572,0.16036408
3476197,12760401,209.95,W,12615,gmail.com,5.351621,340,0.1804297
3476204,12760533,209.95,W,12615,gmail.com,5.351621,341,0.38316914
3478556,12837407,209.95,W,6525,,5.351621,46,0.49521756
3490730,13198263,209.95,W,7664,,5.351621,7,0.38482496
3510796,13749572,209.95,W,9803,hotmail.com,5.351621,11,0.4019574
3576001,15779958,209.95,W,5993,aol.com,5.351621,4,0.1687751
3519709,14045003,206.0,W,9500,gmail.com,5.332719,4139,0.4535643
3522667,14097862,206.0,W,12577,gmail.com,5.332719,239,0.082412645
3523048,14133181,206.0,W,12695,gmail.com,5.332719,5230,0.49464294
3517249,13966355,205.95,W,5993,aol.com,5.332477,3,0.18995571
3481810,12935423,201.0,W,16859,gmail.com,5.3082676,8,0.29534474
3506461,13635873,200.0,R,7207,yahoo.com,5.3033047,2051,0.41163504
3527728,14252318,200.0,R,8456,gmail.com,5.3033047,3,0.34035227
3530070,14326166,200.0,R,2616,anonymous.com,5.3033047,308,0.050811116
3530131,14327490,200.0,R,2616,anonymous.com,5.3033047,309,0.06552465
3495592,13312376,198.212,C,16136,gmail.com,5.2943697,1586,0.20776604
3483482,13005167,186.0,W,7228,icloud.com,5.2311087,0,0.33449242
3519617,14042169,186.0,W,10616,,5.2311087,70,0.21107288
3551285,14945081,177.985,C,9026,hotmail.com,5.187302,1875,0.36927235
3548229,14860612,173.95,W,1409,,5.1645,15,0.47631276
3466335,12438569,171.0,W,11716,,5.1474943,5,0.32385325
3476451,12765167,171.0,W,12116,yahoo.com,5.1474943,3,0.40015873
3478874,12843787,171.0,W,3326,anonymous.com,5.1474943,105,0.28950402
3496694,13357155,171.0,W,7508,gmail.com,5.1474943,92,0.4618086
3496717,13357510,171.0,W,7508,gmail.com,5.1474943,94,0.4848652
3503179,13528287,171.0,W,10960,,5.1474943,230,0.37547863
3534956,14479458,171.0,W,7664,gmail.com,5.1474943,2368,0.32152617
3544827,14761195,171.0,W,12544,gmail.com,5.1474943,1380,0.118969455
3544887,14762277,171.0,W,12544,icloud.com,5.1474943,1381,0.14850277
3549872,14919635,171.0,W,12544,yahoo.com,5.1474943,1394,0.34759513
3551801,14954684,171.0,W,6439,anonymous.com,5.1474943,17,0.3261528
3556030,15098257,171.0,W,2884,yahoo.com,5.1474943,374,0.20276697
3558801,15187958,171.0,W,9479,,5.1474943,3,0.12749134
3559022,15192368,171.0,W,10925,,5.1474943,8,0.19296883
3559405,15199170,171.0,W,9479,hotmail.com,5.1474943,4,0.2585631
3469466,12534047,169.95,W,10229,yahoo.com,5.1413713,8,0.36140215
3490493,13194889,167.0,W,10960,embarqmail.com,5.123964,224,0.40104493
3541070,14655446,162.861,C,10340,gmail.com,5.0990186,37,0.17327826
3505825,13621276,161.0,W,17999,yahoo.com,5.0875964,13,0.34633046
3508816,13713230,161.0,W,17999,yahoo.com,5.0875964,16,0.4276709
3471300,12602073,160.95,W,2455,gmail.com,5.0872874,72,0.25656
3469054,12525465,160.5,W,6170,gmail.com,5.084505,388,0.26883796
3535554,14490597,160.34,C,8755,yahoo.com.mx,5.0835137,979,0.26450512
3459822,12228074,159.95,W,1724,gmail.com,5.081094,65,0.06302933
3459885,12229693,159.95,W,1724,gmail.com,5.081094,66,0.1670719
3464823,12371810,159.95,W,14259,gmail.com,5.081094,6,0.36824468
3481917,12937649,159.95,W,14259,gmail.com,5.081094,7,0.20557986
3486836,13108549,159.95,W,6170,yahoo.com,5.081094,402,0.47693744
3487300,13116791,159.95,W,11207,gmail.com,5.081094,995,0.19156274
3509508,13725467,159.95,W,2803,,5.081094,524,0.43361348
3529178,14310176,159.95,W,6170,yahoo.com,5.081094,462,0.4872925
3534558,14452679,159.95,W,3181,hotmail.com,5.081094,257,0.09707895
3551120,14941967,159.95,W,13511,,5.081094,61,0.09107463
3559098,15193619,159.0,W,13994,yahoo.com,5.075174,24,0.3227748
3521091,14068731,157.389,C,15885,gmail.com,5.065054,8944,0.41621652
3526785,14234880,156.0,W,16435,,5.056246,3,0.2346814
3570446,15606561,151.95,W,6170,att.net,5.030111,493,0.18374678
3570257,15602049,151.0,W,13484,gmail.com,5.0238805,38,0.20260201
3482808,12957582,150.0,R,10994,anonymous.com,5.0172796,0,0.47761562
3482815,12957687,150.0,R,6335,anonymous.com,5.0172796,7,0.44311777
3485705,13064760,150.0,R,4229,mail.com,5.0172796,1,0.2471058
3518399,13989474,150.0,R,1214,yahoo.com,5.0172796,6,0.44582558
3466781,12449819,146.0,W,11716,,4.9904327,6,0.40935346
3509299,13721818,144.95,W,2803,,4.983264,523,0.17087461
3551907,14956996,143.003,C,10175,gmail.com,4.9698343,65,0.4305334
3516789,13956754,143.0,W,15205,gmail.com,4.9698133,3,0.09520433
3482209,12943889,141.0,W,17999,yahoo.com,4.955827,10,0.17559059
3483256,12970904,141.0,W,12932,gmail.com,4.955827,282,0.45102996
3490037,13188536,141.0,W,16083,gmail.com,4.955827,2,0.4933719
3500008,13439517,141.0,W,2947,yahoo.com,4.955827,65,0.25977558
3510256,13738091,141.0,W,17999,yahoo.com,4.955827,17,0.27627313
3519504,14038259,141.0,W,9500,gmail.com,4.955827,4135,0.21977773
3527667,14250986,141.0,W,13484,gmail.com,4.955827,31,0.18698211
3482770,12956947,140.5,W,7585,gmail.com,4.9522996,353,0.19287728
3514456,13881264,139.95,W,2884,gmail.com,4.9484053,431,0.04054391
3514929,13890797,139.95,W,2884,gmail.com,4.9484053,433,0.0255169
3564161,15356176,139.95,W,11218,hotmail.com,4.9484053,67,0.09252709
3469149,12527470,139.191,C,8755,hotmail.com,4.9430056,847,0.26926973
3496074,13335560,136.5,W,9500,gmail.com,4.923624,2317,0.40438685
3496083,13337205,136.5,W,9500,gmail.com,4.923624,2318,0.40800235
3567489,15472299,136.0,W,14079,aol.com,4.919981,55,0.17777039
3545919,14792186,135.502,C,13413,hotmail.com,4.9163394,307,0.38803938
3545921,14792264,135.502,C,13413,hotmail.com,4.9163394,308,0.35131612
3545922,14792327,135.502,C,13413,hotmail.com,4.9163394,309,0.43030357
3477395,12783779,134.95,W,2157,yahoo.com,4.912287,579,0.2382113
3552027,14961580,134.95,W,9002,hotmail.com,4.912287,156,0.21004851
3547828,14854526,134.027,C,9917,hotmail.com,4.9054747,858,0.36310002
3468111,12508247,131.0,W,5033,gmail.com,4.882802,223,0.48420396
3568627,15532232,131.0,W,14752,gmail.com,4.882802,3,0.15783107
3462746,12314969,130.95,W,2455,gmail.com,4.882423,9,0.306739
3547976,14857278,130.95,W,7585,gmail.com,4.882423,28,0.41387764
3550442,14930586,130.95,W,7585,gmail.com,4.882423,29,0.25702217
3506947,13645904,130.5,W,17999,yahoo.com,4.879007,14,0.34760636
3490722,13198126,129.95,W,7919,,4.8748155,188,0.034218222
3545972,14804608,126.0,W,9500,gmail.com,4.8441873,4375,0.34276822
3461510,12260303,117.0,W,7835,,4.7706847,362,0.3918415
3461547,12260958,117.0,W,10616,aol.com,4.7706847,529,0.28238118
3463434,12334284,117.0,W,11233,gmail.com,4.7706847,4,0.21030757
3464123,12349319,117.0,W,3178,,4.7706847,272,0.2277617
3466323,12438287,117.0,W,11839,aol.com,4.7706847,126,0.31161886
3467101,12479471,117.0,W,11716,,4.7706847,7,0.3475099
3467103,12479515,117.0,W,11716,,4.7706847,8,0.19811307
3467124,12481061,117.0,W,11716,,4.7706847,9,0.1254789
3467126,12481319,117.0,W,11716,,4.7706847,10,0.1820088
3468000,12506241,117.0,W,13249,yahoo.com,4.7706847,2,0.16493703
3469800,12547111,117.0,W,11716,,4.7706847,12,0.16937485
3469852,12554678,117.0,W,11716,gmail.com,4.7706847,13,0.1858021
3470996,12595545,117.0,W,11716,gmail.com,4.7706847,14,0.080926694
3472796,12663957,117.0,W,10057,yahoo.com,4.7706847,416,0.09009085
3474628,12697910,117.0,W,8320,gmail.com,4.7706847,211,0.43584326
3476200,12760487,117.0,W,5492,aol.com,4.7706847,44,0.38650778
3476901,12774356,117.0,W,15066,gmail.com,4.7706847,460,0.09384456
3481146,12894162,117.0,W,7585,gmail.com,4.7706847,525,0.48193792
3489535,13180964,117.0,W,1482,,4.7706847,3,0.28408873
3495057,13302763,117.0,W,7664,gmail.com,4.7706847,2197,0.2648095
3500377,13447423,117.0,W,10023,,4.7706847,40,0.3649609
3504330,13552360,117.0,W,17999,,4.7706847,11,0.33235538
3505213,13572636,117.0,W,17999,yahoo.com,4.7706847,12,0.16188776
3508001,13694261,117.0,W,16255,me.com,4.7706847,41,0.3220049
3509214,13720486,117.0,W,15484,yahoo.com,4.7706847,54,0.36055258
3531797,14386853,117.0,W,3368,,4.7706847,34,0.36540258
3532555,14403717,117.0,W,1482,,4.7706847,4,0.1851334
3533021,14412845,117.0,W,1482,,4.7706847,5,0.25856805
3533150,14415470,117.0,W,7664,gmail.com,4.7706847,2360,0.3633208
3533293,14418087,117.0,W,5997,yahoo.com,4.7706847,23,0.070738144
3533305,14418283,117.0,W,5997,yahoo.com,4.7706847,24,0.13649209
3533741,14426007,117.0,W,5663,yahoo.com,4.7706847,61,0.19044319
3535545,14490482,117.0,W,13108,yahoo.com,4.7706847,812,0.3463055
3536952,14516208,117.0,W,7664,gmail.com,4.7706847,2378,0.42979524
3538067,14569114,117.0,W,9500,yahoo.com,4.7706847,1782,0.30032828
3539286,14591248,117.0,W,2377,yahoo.com,4.7706847,26,0.1782825
3539965,14603647,117.0,W,12695,gmail.com,4.7706847,5391,0.28812733
3540466,14619374,117.0,W,7585,yahoo.com,4.7706847,23,0.38491753
3540774,14648771,117.0,W,13526,comcast.net,4.7706847,10,0.36742422
3542880,14685385,117.0,W,5291,gmail.com,4.7706847,489,0.38406858
3543231,14691409,117.0,W,2377,yahoo.com,4.7706847,27,0.22839196
3544946,14763501,117.0,W,7585,,4.7706847,24,0.27710155
3544952,14763726,117.0,W,7585,yahoo.com,4.7706847,25,0.3051687
3551325,14945734,117.0,W,17399,yahoo.com,4.7706847,1707,0.26943964
3551620,14951486,117.0,W,12544,gmail.com,4.7706847,1399,0.39059395
3557730,15160464,117.0,W,12469,ymail.com,4.7706847,107,0.48981684
3558248,15176261,117.0,W,13484,gmail.com,4.7706847,36,0.15239073
3558489,15181622,117.0,W,9500,gmail.com,4.7706847,1656,0.32008561
3559770,15206094,117.0,W,1632,outlook.com,4.7706847,64,0.2554975
3562489,15287197,117.0,W,1939,yahoo.com,4.7706847,73,0.08559776
3563633,15344050,117.0,W,1214,,4.7706847,79,0.25360355
3564559,15364777,117.0,W,4806,gmail.com,4.7706847,1820,0.12183625
3567598,15476650,117.0,W,15757,yahoo.com,4.7706847,77,0.42232707
3567601,15476723,117.0,W,15757,yahoo.com,4.7706847,78,0.26208606
3569689,15558835,117.0,W,4090,yahoo.com,4.7706847,760,0.2870036
3571407,15624701,117.0,W,14290,,4.7706847,195,0.33239052
3571878,15635279,117.0,W,10586,aol.com,4.7706847,6,0.14374375
3572522,15650035,117.0,W,10616,gmail.com,4.7706847,262,0.34290147
3572680,15667974,117.0,W,12318,gmail.com,4.7706847,5,0.26109886
3573267,15695570,117.0,W,16085,gmail.com,4.7706847,19,0.15464965
3574946,15728536,117.0,W,17131,gmail.com,4.7706847,2,0.4482894
3575985,15779672,117.0,W,12544,yahoo.com,4.7706847,1475,0.24444363
3577372,15807758,117.0,W,14037,yahoo.com,4.7706847,14,0.40563402
3500269,13445626,115.95,W,10229,yahoo.com,4.7617464,10,0.25008595
3500978,13456617,115.0,W,11204,,4.75359,285,0.40136734
3470089,12576039,114.23,C,10876,hotmail.com,4.74693,631,0.39726028
3462845,12319732,113.95,W,15063,yahoo.com,4.7444973,568,0.26590067
3482479,12950150,113.95,W,16075,,4.7444973,142,0.16238596
3525137,14174608,113.95,W,9500,gmail.com,4.7444973,97,0.26906765
3538287,14573717,113.0,W,2377,yahoo.com,4.7361984,25,0.09374809
3574405,15717598,113.0,W,2377,yahoo.com,4.7361984,28,0.060383126
3502495,13480994,112.0,W,7664,gmail.com,4.727388,2221,0.4124964
3530204,14328505,112.0,W,7664,gmail.com,4.727388,2340,0.38987365
3462609,12290239,108.95,W,16326,gmail.com,4.7000256,16,0.45953387
3462634,12292854,108.95,W,2455,gmail.com,4.7000256,364,0.24315754
3464120,12349118,108.95,W,15446,gmail.com,4.7000256,160,0.117272064
3465144,12409654,108.95,W,16326,gmail.com,4.7000256,17,0.46926597
3466287,12437716,108.95,W,13374,anonymous.com,4.7000256,94,0.05118554
3504117,13548699,108.95,W,13374,anonymous.com,4.7000256,101,0.027847497
3531502,14356237,108.95,W,2455,gmail.com,4.7000256,18,0.29243648
3550819,14936914,108.95,W,7585,gmail.com,4.7000256,30,0.16052152
3553057,15010213,108.95,W,7585,gmail.com,4.7000256,31,0.49398822
3554797,15046595,108.95,W,7585,gmail.com,4.7000256,32,0.31033838
3476535,12766945,108.5,W,12883,yahoo.com,4.6959248,1,0.39223853
3530130,14327427,108.5,W,12695,yahoo.com,4.6959248,5307,0.49409226
3575001,15729610,108.5,W,17131,gmail.com,4.6959248,3,0.24422763
3459775,12226614,107.95,W,7826,gmail.com,4.690889,617,0.12542161
3464518,12358419,107.95,W,2157,,4.690889,2,0.2692479
3465705,12424129,107.95,W,17321,gmail.com,4.690889,576,0.28093514
3465826,12427083,107.95,W,6174,gmail.com,4.690889,596,0.32113284
3469587,12537054,107.95,W,2157,,4.690889,3,0.28054628
3469849,12553283,107.95,W,2455,hotmail.com,4.690889,115,0.20365433
3472327,12627653,107.95,W,13511,,4.690889,47,0.13993652
3472337,12628047,107.95,W,13511,,4.690889,48,0.11489991
3477028,12776930,107.95,W,2455,hotmail.com,4.690889,116,0.312397
3477035,12777149,107.95,W,2455,hotmail.com,4.690889,117,0.47744635
3477398,12783835,107.95,W,2157,yahoo.com,4.690889,580,0.19109055
3479770,12858722,107.95,W,6019,,4.690889,12,0.3423881
3482227,12944159,107.95,W,1974,,4.690889,1042,0.37154213
3484300,13029442,107.95,W,1974,,4.690889,1047,0.3084491
